Title,Artist,Link
 Untitled - Abstract Collage (1969),Leslie McConnell,https://collections.ed.ac.uk/art/record/99408?highlight=*:*
 Male Figure in Black Shaft and Household Appliances (Circa 1989),Paul Rooney,https://collections.ed.ac.uk/art/record/22520?highlight=*:*
 Untitled - Portrait of a Woman in Red (1967),Alistair Bell,https://collections.ed.ac.uk/art/record/99379?highlight=*:*
 Two Greyhounds ,James Fairgrieve,https://collections.ed.ac.uk/art/record/21397?highlight=*:*
 Standing Female Nude (1959),C Byron,https://collections.ed.ac.uk/art/record/20916?highlight=*:*
 Untitled (1973),Ken McLennan,https://collections.ed.ac.uk/art/record/21844?highlight=*:*
 Jug ,Emma Gillies,https://collections.ed.ac.uk/art/record/122072?highlight=*:*
 Standing Male Nude (1952),Unknown,https://collections.ed.ac.uk/art/record/21222?highlight=*:*
 Man Against Yellow Wall (1985-1986),Robbie Bushe,https://collections.ed.ac.uk/art/record/21520?highlight=*:*
 Untitled (1967),June Hanlon,https://collections.ed.ac.uk/art/record/22019?highlight=*:*
 The Fruitstand (Unknown),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21777?highlight=*:*
 Woman at a Table (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/122848?highlight=*:*
 Standing Male Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21169?highlight=*:*
 Female Nude Adjusting Shoe (Recto)/ Seated Female Nude (Verso) (1948),John Thompson,https://collections.ed.ac.uk/art/record/20843?highlight=*:*
 Self-Portrait (1967),Gregor Smith,https://collections.ed.ac.uk/art/record/99398?highlight=*:*
 Espresso Cup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53702?highlight=*:*
 Portrait of a Man (1968),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/21321?highlight=*:*
 Male Portrait (1969),Elizabeth E. Eastmond,https://collections.ed.ac.uk/art/record/22690?highlight=*:*
 Man in His Garden (Dec 1977),Muriel A. M. Kirkwood,https://collections.ed.ac.uk/art/record/21672?highlight=*:*
 Standing Female Nude (NOV 1957),Walter Miller,https://collections.ed.ac.uk/art/record/20908?highlight=*:*
 Seated Woman in Red and Green Dress (1966),Unknown,https://collections.ed.ac.uk/art/record/122766?highlight=*:*
 Untitled ,Elaine Speirs,https://collections.ed.ac.uk/art/record/122771?highlight=*:*
 Untitled (Jun 2002),Jeremy Mitchell,https://collections.ed.ac.uk/art/record/21845?highlight=*:*
 Privata Care (2016),Natalie Howlett,https://collections.ed.ac.uk/art/record/99237?highlight=*:*
 Standing Male Nude ,A Wrever,https://collections.ed.ac.uk/art/record/20859?highlight=*:*
 Still Life with Slice of Melon (1957),Alexander S Campbell,https://collections.ed.ac.uk/art/record/122915?highlight=*:*
 Horses of Helios from East Pediment ,,https://collections.ed.ac.uk/art/record/20635?highlight=*:*
 Unknown (1960),John Johnstone,https://collections.ed.ac.uk/art/record/53550?highlight=*:*
 Unknown (Apr 1964),Jean Fayrer,https://collections.ed.ac.uk/art/record/50498?highlight=*:*
 Untitled (2007),Jon McNaught,https://collections.ed.ac.uk/art/record/99890?highlight=*:*
 Unknown ,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53486?highlight=*:*
 Seated Male Nude (1961),Gwendoline Rodger,https://collections.ed.ac.uk/art/record/21289?highlight=*:*
 Sweeps and Chimney Pots (Circa 1952),Francis M. Walker,https://collections.ed.ac.uk/art/record/102659?highlight=*:*
" Marché, rue Mouffetard (1963)",Ann F Ward,https://collections.ed.ac.uk/art/record/99341?highlight=*:*
 Seated Male Nude (Sean Connery) (1952),Ian Lawson,https://collections.ed.ac.uk/art/record/21418?highlight=*:*
 Untitled (1997),Rachel Clark,https://collections.ed.ac.uk/art/record/21876?highlight=*:*
 Portrait of a Woman in a Pink Dress (Circa 1908),Agnes Sim,https://collections.ed.ac.uk/art/record/122792?highlight=*:*
 Unknown ,Olivia Irvine,https://collections.ed.ac.uk/art/record/53563?highlight=*:*
 Lid ,Emma Gillies,https://collections.ed.ac.uk/art/record/122080?highlight=*:*
 Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/22497?highlight=*:*
 Ravenscraig Castle (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/122775?highlight=*:*
 Untitled (2007),Esther McGreggor,https://collections.ed.ac.uk/art/record/99895?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50388?highlight=*:*
 Standing Male Nude (Circa 1938),M E James,https://collections.ed.ac.uk/art/record/21028?highlight=*:*
 Portrait of a Woman (1954),Thomas T Robertson,https://collections.ed.ac.uk/art/record/21206?highlight=*:*
 Still Life (1994-1995),Kerry Watson,https://collections.ed.ac.uk/art/record/21450?highlight=*:*
 Unknown ,Alexander Cree,https://collections.ed.ac.uk/art/record/50547?highlight=*:*
 Untitiled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21544?highlight=*:*
 Portrait of a Woman (02 Nov 1953),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21407?highlight=*:*
 Untitled - Two Chefs (1984-1985),Angus C. A. Hood,https://collections.ed.ac.uk/art/record/99429?highlight=*:*
 Composition with Two Figures in Lime Green ,Unknown,https://collections.ed.ac.uk/art/record/22657?highlight=*:*
 Porcus Omnivorous (1994),Sara Ogilvie,https://collections.ed.ac.uk/art/record/21960?highlight=*:*
 Portrait of a Man (1939),Jessie May Stirling,https://collections.ed.ac.uk/art/record/21134?highlight=*:*
 Untitled (1949),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/21746?highlight=*:*
 Italian Landscape ,Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/122750?highlight=*:*
 Seascape from a Boat (1952),Alistair M Park,https://collections.ed.ac.uk/art/record/21349?highlight=*:*
 No 98 (1960),John Johnstone,https://collections.ed.ac.uk/art/record/99207?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20722?highlight=*:*
 Reclining Male Nude (25 Nov 1949),Adam Robson,https://collections.ed.ac.uk/art/record/20811?highlight=*:*
 Unknown (1943),W C G Thomson,https://collections.ed.ac.uk/art/record/50451?highlight=*:*
 Blue Altarpiece (Circa 1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21016?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21861?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21999?highlight=*:*
 Portrait of a Woman ,Lucy Bowman,https://collections.ed.ac.uk/art/record/21512?highlight=*:*
 Untitled (2002),Lisa Flett,https://collections.ed.ac.uk/art/record/99926?highlight=*:*
 Untitled - Semi-Nude Woman Combing Her Hair (1961-1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99353?highlight=*:*
 Standing Female Nude ,Vincent Butler,https://collections.ed.ac.uk/art/record/21261?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53632?highlight=*:*
 Untitled ,Unknown,https://collections.ed.ac.uk/art/record/102728?highlight=*:*
 Seated Female Nude (1957),Duncan Thomson,https://collections.ed.ac.uk/art/record/21103?highlight=*:*
 Mefisto (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22037?highlight=*:*
 Untitled (1993),Esther Donaldson,https://collections.ed.ac.uk/art/record/21625?highlight=*:*
 Arizona (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21813?highlight=*:*
 Play-Areas (Unknown),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21597?highlight=*:*
 Untitled (1981),Sarah Robertson,https://collections.ed.ac.uk/art/record/21835?highlight=*:*
 View of a House ,Lynne Coyle,https://collections.ed.ac.uk/art/record/21493?highlight=*:*
 Momen (2005),Tadas Gindrenas,https://collections.ed.ac.uk/art/record/99901?highlight=*:*
 Two Female Heads (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21077?highlight=*:*
 That's a Novel Concept (2007),Hannah Jasper,https://collections.ed.ac.uk/art/record/99970?highlight=*:*
 Portrait of a Man (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21405?highlight=*:*
 Standing Boy with Four Ravens (1986-1987),Janice McNab,https://collections.ed.ac.uk/art/record/122970?highlight=*:*
 Standing Female Nude (21 FEB 1956),Sheena McEwan,https://collections.ed.ac.uk/art/record/20901?highlight=*:*
 Unknown (1957),William J. Dungate,https://collections.ed.ac.uk/art/record/53524?highlight=*:*
 Life Drawing ,Eugene Corolan,https://collections.ed.ac.uk/art/record/99850?highlight=*:*
 Portrait of a Woman (1960),Elise Brown,https://collections.ed.ac.uk/art/record/20976?highlight=*:*
 Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50464?highlight=*:*
 Untitled - Portrait of a Woman in a Hat (1974),Patricia M Leighton,https://collections.ed.ac.uk/art/record/99473?highlight=*:*
 Inner Landscape (2006),Thipel,https://collections.ed.ac.uk/art/record/99990?highlight=*:*
 Untitled ,Unknown,https://collections.ed.ac.uk/art/record/102729?highlight=*:*
 Untitled (1976),Ian Baillie,https://collections.ed.ac.uk/art/record/21599?highlight=*:*
 Grey Still Life (1948),Thomas M. B. Watt,https://collections.ed.ac.uk/art/record/22653?highlight=*:*
 Standing Male Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/122720?highlight=*:*
 Untitled (1962),Deborah Eadie,https://collections.ed.ac.uk/art/record/99495?highlight=*:*
 Stairs ,Scott Lawrie,https://collections.ed.ac.uk/art/record/21515?highlight=*:*
 Sleeping Female Nude (1950),Alexander F Mitchell,https://collections.ed.ac.uk/art/record/21057?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21793?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53664?highlight=*:*
 Unknown (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/53588?highlight=*:*
 Standing Male Nude (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20892?highlight=*:*
 Finial (2018),Jack Handscombe,https://collections.ed.ac.uk/art/record/102754?highlight=*:*
 Processions Banner (2018),"Lindy Richardson, Lindy Richardson, Olivia McKay, Ann Morgan, Daniela Lara Espinoza, Alison Wibmer, Hazel Steven, Katie Forrest-Smith, Claire Pattison, Anne-Marie Scott, Shirley McLauchlan, Collette Paterson, Emily Ford Halliday, Dr Cath Kaey, Dr Francesca Baseby, Rachel Simmonds, Hannah Scott, Deepthi De Silva-Williams, Olivia Laumenech, Dr Lizzie Swarbrick, Nikkita Morgan, Dr Jenny Nex, Stephanie Hay, Fiona Moon, Dr Mike Anusas, Melissa Highton, Sharon Pringle",https://collections.ed.ac.uk/art/record/102750?highlight=*:*
 Reclining Female Nude (1961),Gwendolene H. MacKenzie,https://collections.ed.ac.uk/art/record/22718?highlight=*:*
 Seated Male Nude (1960),Thomas T Robertson,https://collections.ed.ac.uk/art/record/20807?highlight=*:*
 Standing Female Nude with a Stool (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20912?highlight=*:*
 Untitled (1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21538?highlight=*:*
 Riders from the West Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20672?highlight=*:*
 Horses from North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20716?highlight=*:*
 Untitled (1966),Alistair T Hamilton,https://collections.ed.ac.uk/art/record/99843?highlight=*:*
 Landscape Study with Buildings and Trees (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21032?highlight=*:*
 The Repairable Flatpack Toaster (2017),Kasey Hou,https://collections.ed.ac.uk/art/record/100020?highlight=*:*
 Untitled (1960),Kathleen Russell,https://collections.ed.ac.uk/art/record/99522?highlight=*:*
 Relic of Origins: Wild Boar (2013),Kyle Noble,https://collections.ed.ac.uk/art/record/21304?highlight=*:*
 Rosa Regolit (2007),Bridget Steed,https://collections.ed.ac.uk/art/record/99973?highlight=*:*
 Ship yard (1965),Helen M. Percy,https://collections.ed.ac.uk/art/record/102743?highlight=*:*
 After the Fall of Snow (1986),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21705?highlight=*:*
 Couple with Chauffer and Limousine (1964),William M. McG. Gillon,https://collections.ed.ac.uk/art/record/122883?highlight=*:*
 Portrait of a Woman (1958),David Rifat,https://collections.ed.ac.uk/art/record/20872?highlight=*:*
 Untitled - Men and Fishing Nets (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99345?highlight=*:*
 Still Life with Button Mushrooms (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/122857?highlight=*:*
 Portrait of a Woman in a Hat (Head and Shoulders) (1950),Edward Stratton,https://collections.ed.ac.uk/art/record/20826?highlight=*:*
 Seated Male Nude (1956),James Robertson,https://collections.ed.ac.uk/art/record/21245?highlight=*:*
 Gem cabinet 4 (of 6) containing 43 medallions ,Unknown,https://collections.ed.ac.uk/art/record/20618?highlight=*:*
 Still Life Fish (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22681?highlight=*:*
 Untitled (1987),Henry Rodgers,https://collections.ed.ac.uk/art/record/99799?highlight=*:*
 Portrait of a Woman ,V Timmins,https://collections.ed.ac.uk/art/record/21442?highlight=*:*
" Couplings, Paper bags (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102737?highlight=*:*
 Frieze from the Temple of Athena Nike (2nd right) (1827),,https://collections.ed.ac.uk/art/record/20627?highlight=*:*
 A Puppet of Power (Circa 1956),Peter G. Collins,https://collections.ed.ac.uk/art/record/22576?highlight=*:*
 Portrait of a Man (1956),James Robertson,https://collections.ed.ac.uk/art/record/21186?highlight=*:*
 Tray-bearer from North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20688?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53624?highlight=*:*
 Lepidopterists (1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/122822?highlight=*:*
 Hand Thrown Pot ,Emma Gillies,https://collections.ed.ac.uk/art/record/53734?highlight=*:*
 A World under Your Feet/ Composition with Yellow Crosses (diptych) (1990),Alistair W. Clark,https://collections.ed.ac.uk/art/record/122960?highlight=*:*
 Yellow Plane* (1999),Sarah Gittens,https://collections.ed.ac.uk/art/record/122823?highlight=*:*
 Untitled (1986),R. Euman,https://collections.ed.ac.uk/art/record/21629?highlight=*:*
 Portrait of a Young Man (1951),Pamela D Moore,https://collections.ed.ac.uk/art/record/21050?highlight=*:*
 Portrait of a Man (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/102658?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21994?highlight=*:*
 Country Pleasure (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122879?highlight=*:*
 Gem cabinet 1 (of 6) containing 43 medallions ,Unknown,https://collections.ed.ac.uk/art/record/20615?highlight=*:*
 1st State (Unknown),Euan Gray,https://collections.ed.ac.uk/art/record/21954?highlight=*:*
 Study for Composition - The Long Journey (19 APR 1961),John Picking,https://collections.ed.ac.uk/art/record/111039?highlight=*:*
 Still Life with Apples ,John P Busby,https://collections.ed.ac.uk/art/record/122905?highlight=*:*
 Untitled - Abstracted Plant Forms in Black and White (1968),Janet G Leask,https://collections.ed.ac.uk/art/record/99261?highlight=*:*
 Untitled - The Magi (1963),Monika L I Uecker,https://collections.ed.ac.uk/art/record/99444?highlight=*:*
 Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/21763?highlight=*:*
 Sailsbury from Witlon Park (Unknown),Lord John Clerk Eldin,https://collections.ed.ac.uk/art/record/21671?highlight=*:*
 Doric Order (abacus and capital) of the Parthenon ,,https://collections.ed.ac.uk/art/record/20638?highlight=*:*
 Seated Female Nude (1955),Eric Ritchie,https://collections.ed.ac.uk/art/record/21194?highlight=*:*
 Untitled (2002),Grace Paul,https://collections.ed.ac.uk/art/record/99934?highlight=*:*
 Portrait of Sleeping Woman (1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/21009?highlight=*:*
 Untitled - Jousting Match (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99447?highlight=*:*
 Reclining Male Nude (1959),James C. Y. Gavin,https://collections.ed.ac.uk/art/record/20878?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53669?highlight=*:*
 Human Skeleton and Fruit (1958-1959),Peter Standen,https://collections.ed.ac.uk/art/record/20792?highlight=*:*
 Untitled ,Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/112353?highlight=*:*
 Portrait of a Woman Seated (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20893?highlight=*:*
 Untitled - Two Girls On a Walk (1987),Susan Jane Mowatt,https://collections.ed.ac.uk/art/record/99414?highlight=*:*
 Chinese sleeveband.figures ,Unknown,https://collections.ed.ac.uk/art/record/102700?highlight=*:*
 Unknown ,Linda Hennker,https://collections.ed.ac.uk/art/record/50375?highlight=*:*
 Seated Male Nude (1959),Ronald G Browne,https://collections.ed.ac.uk/art/record/21156?highlight=*:*
 Untitled (Unknown),A. Geraldine Gowan,https://collections.ed.ac.uk/art/record/21580?highlight=*:*
 Old Man Sitting ,Agnes Sim,https://collections.ed.ac.uk/art/record/122779?highlight=*:*
 Life Float and Boat ,Ashley McCormick,https://collections.ed.ac.uk/art/record/21478?highlight=*:*
 Untitled (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47450?highlight=*:*
 Portrait of a Woman (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21129?highlight=*:*
